brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Nissan,Unknown Model,2024,"$91,163",0 km,Diesel,Manual,4.0L,Gray,https://www.contactcars.com/en/new-cars/nissan/unknown-model-2024,"Brand new 2024 Nissan Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera, Adaptive Cruise Control, Tire Pressure Monitoring, Apple CarPlay, Head-Up Display, Wireless Smartphone Integration, Premium Sound System, Digital Instrument Cluster, Satellite Navigation, Wireless Charging, Climate Control, Auto-Dimming Mirrors, Dual-Zone Climate, Power Windows, Ventilated Seats","Forward Collision Warning, Rear Cross Traffic Alert, 360-Degree Camera, Adaptive Cruise Control, Tire Pressure Monitoring","Apple CarPlay, Head-Up Display, Wireless Smartphone Integration, Premium Sound System, Digital Instrument Cluster, Satellite Navigation, Wireless Charging","Climate Control, Auto-Dimming Mirrors, Dual-Zone Climate, Power Windows, Ventilated Seats",ContactCars Nissan Showroom,Coming Soon,Immediate
Corvette,Unknown Model,2024,"$107,156",0 km,Hybrid,Manual,5.4L,Orange,https://www.contactcars.com/en/new-cars/corvette/unknown-model-2024,"Brand new 2024 Corvette Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Lane Departure Warning, Tire Pressure Monitoring, Rear Cross Traffic Alert, Digital Instrument Cluster, Wi-Fi Hotspot, Gesture Control, Wireless Charging, Panoramic Sunroof, USB-C Ports, Bluetooth Connectivity, Head-Up Display, Power Mirrors, Climate Control, Dual-Zone Climate, Keyless Entry","Lane Departure Warning, Tire Pressure Monitoring, Rear Cross Traffic Alert","Digital Instrument Cluster, Wi-Fi Hotspot, Gesture Control, Wireless Charging, Panoramic Sunroof, USB-C Ports, Bluetooth Connectivity, Head-Up Display","Power Mirrors, Climate Control, Dual-Zone Climate, Keyless Entry",ContactCars Corvette Showroom,In Stock,Immediate
Cadillac,Unknown Model,2024,"$69,047",0 km,Hydrogen,Automatic,1.9L,White,https://www.contactcars.com/en/new-cars/cadillac/unknown-model-2024,"Brand new 2024 Cadillac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Blind Spot Monitoring, 360-Degree Camera, Electronic Stability Control, Adaptive Cruise Control, Forward Collision Warning, Anti-lock Braking System, Traction Control, Head-Up Display, Wireless Smartphone Integration, Gesture Control, Digital Instrument Cluster, Wireless Charging, Panoramic Sunroof, Premium Sound System, Ventilated Seats, Climate Control, Power Mirrors, Heated Steering Wheel, Auto-Dimming Mirrors, Heated Seats, Push-Button Start, Dual-Zone Climate","Blind Spot Monitoring, 360-Degree Camera, Electronic Stability Control, Adaptive Cruise Control, Forward Collision Warning, Anti-lock Braking System, Traction Control","Head-Up Display, Wireless Smartphone Integration, Gesture Control, Digital Instrument Cluster, Wireless Charging, Panoramic Sunroof, Premium Sound System","Ventilated Seats, Climate Control, Power Mirrors, Heated Steering Wheel, Auto-Dimming Mirrors, Heated Seats, Push-Button Start, Dual-Zone Climate",ContactCars Cadillac Showroom,Coming Soon,Immediate
Honda,CR-V,2024,"$26,970",0 km,Gasoline,Automatic,6.2L,Orange,https://www.contactcars.com/en/new-cars/honda/cr-v-2024,"Brand new 2024 Honda CR-V. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Adaptive Cruise Control, Electronic Stability Control, Automatic Emergency Braking, Anti-lock Braking System, Lane Departure Warning, 360-Degree Camera, Traction Control, Head-Up Display, Bluetooth Connectivity, Ambient Lighting, Gesture Control, Android Auto, Wireless Charging, Auto-Dimming Mirrors, Heated Seats, Keyless Entry, Power Seats","Adaptive Cruise Control, Electronic Stability Control, Automatic Emergency Braking, Anti-lock Braking System, Lane Departure Warning, 360-Degree Camera, Traction Control","Head-Up Display, Bluetooth Connectivity, Ambient Lighting, Gesture Control, Android Auto, Wireless Charging","Auto-Dimming Mirrors, Heated Seats, Keyless Entry, Power Seats",ContactCars Honda Showroom,Available for Order,Immediate
Citroen,Unknown Model,2024,"$81,346",0 km,Diesel,Automatic,5.7L,Gray,https://www.contactcars.com/en/new-cars/citroen/unknown-model-2024,"Brand new 2024 Citroen Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Automatic Emergency Braking, 360-Degree Camera, Forward Collision Warning, Adaptive Cruise Control, Satellite Navigation, Wireless Charging, Wi-Fi Hotspot, Wireless Smartphone Integration, Panoramic Sunroof, Heated Seats, Power Seats, Push-Button Start, Memory Seats, Power Windows, Auto-Dimming Mirrors, Power Mirrors, Heated Steering Wheel","Automatic Emergency Braking, 360-Degree Camera, Forward Collision Warning, Adaptive Cruise Control","Satellite Navigation, Wireless Charging, Wi-Fi Hotspot, Wireless Smartphone Integration, Panoramic Sunroof","Heated Seats, Power Seats, Push-Button Start, Memory Seats, Power Windows, Auto-Dimming Mirrors, Power Mirrors, Heated Steering Wheel",ContactCars Citroen Showroom,Available for Order,1-2 weeks
Renault,Unknown Model,2024,"$108,787",0 km,Plug-in Hybrid,Dual-Clutch,2.7L,Orange,https://www.contactcars.com/en/new-cars/renault/unknown-model-2024,"Brand new 2024 Renault Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Traction Control, Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, Parking Sensors, 360-Degree Camera, Bluetooth Connectivity, Wireless Charging, Wireless Smartphone Integration, Digital Instrument Cluster, Premium Sound System, USB-C Ports, Apple CarPlay, Rain-Sensing Wipers, Dual-Zone Climate, Climate Control, Power Mirrors, Push-Button Start, Power Windows, Heated Steering Wheel, Auto-Dimming Mirrors","Traction Control, Electronic Stability Control, Blind Spot Monitoring, Rear Cross Traffic Alert, Parking Sensors, 360-Degree Camera","Bluetooth Connectivity, Wireless Charging, Wireless Smartphone Integration, Digital Instrument Cluster, Premium Sound System, USB-C Ports, Apple CarPlay","Rain-Sensing Wipers, Dual-Zone Climate, Climate Control, Power Mirrors, Push-Button Start, Power Windows, Heated Steering Wheel, Auto-Dimming Mirrors",ContactCars Renault Showroom,In Stock,1-2 weeks
Acura,Unknown Model,2024,"$107,407",0 km,Electric,Manual,94 kWh Battery,Orange,https://www.contactcars.com/en/new-cars/acura/unknown-model-2024,"Brand new 2024 Acura Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Blind Spot Monitoring, Parking Sensors, Adaptive Cruise Control, Digital Instrument Cluster, Bluetooth Connectivity, Wireless Smartphone Integration, Voice Recognition, Push-Button Start, Auto-Dimming Mirrors, Rain-Sensing Wipers","Blind Spot Monitoring, Parking Sensors, Adaptive Cruise Control","Digital Instrument Cluster, Bluetooth Connectivity, Wireless Smartphone Integration, Voice Recognition","Push-Button Start, Auto-Dimming Mirrors, Rain-Sensing Wipers",ContactCars Acura Showroom,In Stock,2-4 weeks
Aston Martin,Unknown Model,2024,"$71,634",0 km,Plug-in Hybrid,Semi-Automatic,6.7L,Blue,https://www.contactcars.com/en/new-cars/aston-martin/unknown-model-2024,"Brand new 2024 Aston Martin Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Tire Pressure Monitoring, Forward Collision Warning, Parking Sensors, Traction Control, Bluetooth Connectivity, Apple CarPlay, Wireless Smartphone Integration, Wi-Fi Hotspot, Ambient Lighting, Voice Recognition, Gesture Control, Rain-Sensing Wipers, Heated Steering Wheel, Dual-Zone Climate, Memory Seats, Remote Start","Tire Pressure Monitoring, Forward Collision Warning, Parking Sensors, Traction Control","Bluetooth Connectivity, Apple CarPlay, Wireless Smartphone Integration, Wi-Fi Hotspot, Ambient Lighting, Voice Recognition, Gesture Control","Rain-Sensing Wipers, Heated Steering Wheel, Dual-Zone Climate, Memory Seats, Remote Start",ContactCars Aston Martin Showroom,Available for Order,1-2 weeks
Alfa Romeo,Giulietta,2024,"$106,960",0 km,Electric,Automatic,95 kWh Battery,Yellow,https://www.contactcars.com/en/new-cars/alfa-romeo/giulietta-2024,"Brand new 2024 Alfa Romeo Giulietta. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Traction Control, Lane Departure Warning, Parking Sensors, Forward Collision Warning, Bluetooth Connectivity, Digital Instrument Cluster, Wireless Smartphone Integration, Wireless Charging, Head-Up Display, Android Auto, Satellite Navigation, Rain-Sensing Wipers, Power Mirrors, Auto-Dimming Mirrors, Remote Start, Keyless Entry","Traction Control, Lane Departure Warning, Parking Sensors, Forward Collision Warning","Bluetooth Connectivity, Digital Instrument Cluster, Wireless Smartphone Integration, Wireless Charging, Head-Up Display, Android Auto, Satellite Navigation","Rain-Sensing Wipers, Power Mirrors, Auto-Dimming Mirrors, Remote Start, Keyless Entry",ContactCars Alfa Romeo Showroom,Coming Soon,2-4 weeks
Dodge,Unknown Model,2024,"$91,678",0 km,Hydrogen,Manual,6.8L,Yellow,https://www.contactcars.com/en/new-cars/dodge/unknown-model-2024,"Brand new 2024 Dodge Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Forward Collision Warning, Blind Spot Monitoring, Anti-lock Braking System, Parking Sensors, Tire Pressure Monitoring, 360-Degree Camera, Electronic Stability Control, Gesture Control, Digital Instrument Cluster, Premium Sound System, Satellite Navigation, Head-Up Display, Panoramic Sunroof, Apple CarPlay, Android Auto, USB-C Ports, Memory Seats, Heated Steering Wheel, Heated Seats, Power Mirrors, Dual-Zone Climate, Power Seats","Forward Collision Warning, Blind Spot Monitoring, Anti-lock Braking System, Parking Sensors, Tire Pressure Monitoring, 360-Degree Camera, Electronic Stability Control","Gesture Control, Digital Instrument Cluster, Premium Sound System, Satellite Navigation, Head-Up Display, Panoramic Sunroof, Apple CarPlay, Android Auto, USB-C Ports","Memory Seats, Heated Steering Wheel, Heated Seats, Power Mirrors, Dual-Zone Climate, Power Seats",ContactCars Dodge Showroom,Available for Order,Immediate
Bugatti,Unknown Model,2024,"$390,938",0 km,Gasoline,Dual-Clutch,4.8L,Orange,https://www.contactcars.com/en/new-cars/bugatti/unknown-model-2024,"Brand new 2024 Bugatti Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"4-Year/50,000-Mile Comprehensive Warranty","Forward Collision Warning, Adaptive Cruise Control, Automatic Emergency Braking, Android Auto, USB-C Ports, Apple CarPlay, Satellite Navigation, Voice Recognition, Wireless Smartphone Integration, Head-Up Display, Ventilated Seats, Push-Button Start, Memory Seats, Heated Steering Wheel, Heated Seats, Auto-Dimming Mirrors, Power Seats","Forward Collision Warning, Adaptive Cruise Control, Automatic Emergency Braking","Android Auto, USB-C Ports, Apple CarPlay, Satellite Navigation, Voice Recognition, Wireless Smartphone Integration, Head-Up Display","Ventilated Seats, Push-Button Start, Memory Seats, Heated Steering Wheel, Heated Seats, Auto-Dimming Mirrors, Power Seats",ContactCars Bugatti Showroom,Coming Soon,4-8 weeks
Lexus,Unknown Model,2024,"$100,477",0 km,Gasoline,Automatic,6.9L,Green,https://www.contactcars.com/en/new-cars/lexus/unknown-model-2024,"Brand new 2024 Lexus Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Traction Control, Electronic Stability Control, Automatic Emergency Braking, Rear Cross Traffic Alert, Gesture Control, Panoramic Sunroof, Apple CarPlay, Wireless Charging, Android Auto, Ambient Lighting, Head-Up Display, USB-C Ports, Wi-Fi Hotspot, Rain-Sensing Wipers, Power Windows, Heated Steering Wheel","Traction Control, Electronic Stability Control, Automatic Emergency Braking, Rear Cross Traffic Alert","Gesture Control, Panoramic Sunroof, Apple CarPlay, Wireless Charging, Android Auto, Ambient Lighting, Head-Up Display, USB-C Ports, Wi-Fi Hotspot","Rain-Sensing Wipers, Power Windows, Heated Steering Wheel",ContactCars Lexus Showroom,Available for Order,4-8 weeks
Seat,Unknown Model,2024,"$83,770",0 km,Gasoline,Semi-Automatic,5.2L,Blue,https://www.contactcars.com/en/new-cars/seat/unknown-model-2024,"Brand new 2024 Seat Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Tire Pressure Monitoring, Adaptive Cruise Control, Parking Sensors, Forward Collision Warning, Traction Control, Lane Departure Warning, Gesture Control, Panoramic Sunroof, Ambient Lighting, Wireless Charging, Android Auto, Digital Instrument Cluster, Wi-Fi Hotspot, Apple CarPlay, Satellite Navigation, Auto-Dimming Mirrors, Memory Seats, Push-Button Start","Tire Pressure Monitoring, Adaptive Cruise Control, Parking Sensors, Forward Collision Warning, Traction Control, Lane Departure Warning","Gesture Control, Panoramic Sunroof, Ambient Lighting, Wireless Charging, Android Auto, Digital Instrument Cluster, Wi-Fi Hotspot, Apple CarPlay, Satellite Navigation","Auto-Dimming Mirrors, Memory Seats, Push-Button Start",ContactCars Seat Showroom,Coming Soon,1-2 weeks
Infiniti,Unknown Model,2024,"$49,080",0 km,Hydrogen,Dual-Clutch,4.5L,White,https://www.contactcars.com/en/new-cars/infiniti/unknown-model-2024,"Brand new 2024 Infiniti Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Anti-lock Braking System, Electronic Stability Control, Parking Sensors, Wireless Charging, Wireless Smartphone Integration, Digital Instrument Cluster, Apple CarPlay, Ventilated Seats, Power Windows, Keyless Entry, Push-Button Start, Heated Steering Wheel, Power Seats","Anti-lock Braking System, Electronic Stability Control, Parking Sensors","Wireless Charging, Wireless Smartphone Integration, Digital Instrument Cluster, Apple CarPlay","Ventilated Seats, Power Windows, Keyless Entry, Push-Button Start, Heated Steering Wheel, Power Seats",ContactCars Infiniti Showroom,Available for Order,4-8 weeks
Buick,Unknown Model,2024,"$34,723",0 km,Hybrid,CVT,2.9L,Orange,https://www.contactcars.com/en/new-cars/buick/unknown-model-2024,"Brand new 2024 Buick Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Forward Collision Warning, Parking Sensors, Electronic Stability Control, Automatic Emergency Braking, Adaptive Cruise Control, Lane Departure Warning, USB-C Ports, Voice Recognition, Bluetooth Connectivity, Gesture Control, Wireless Smartphone Integration, Ambient Lighting, Memory Seats, Heated Steering Wheel, Push-Button Start, Power Seats, Heated Seats","Forward Collision Warning, Parking Sensors, Electronic Stability Control, Automatic Emergency Braking, Adaptive Cruise Control, Lane Departure Warning","USB-C Ports, Voice Recognition, Bluetooth Connectivity, Gesture Control, Wireless Smartphone Integration, Ambient Lighting","Memory Seats, Heated Steering Wheel, Push-Button Start, Power Seats, Heated Seats",ContactCars Buick Showroom,Coming Soon,2-4 weeks
Cadillac,Unknown Model,2024,"$106,240",0 km,Hydrogen,Dual-Clutch,6.1L,White,https://www.contactcars.com/en/new-cars/cadillac/unknown-model-2024,"Brand new 2024 Cadillac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Anti-lock Braking System, Blind Spot Monitoring, Forward Collision Warning, Parking Sensors, 360-Degree Camera, Automatic Emergency Braking, Voice Recognition, Gesture Control, Premium Sound System, Wireless Smartphone Integration, Android Auto, USB-C Ports, Keyless Entry, Push-Button Start, Power Seats, Power Mirrors, Heated Seats, Dual-Zone Climate, Rain-Sensing Wipers","Anti-lock Braking System, Blind Spot Monitoring, Forward Collision Warning, Parking Sensors, 360-Degree Camera, Automatic Emergency Braking","Voice Recognition, Gesture Control, Premium Sound System, Wireless Smartphone Integration, Android Auto, USB-C Ports","Keyless Entry, Push-Button Start, Power Seats, Power Mirrors, Heated Seats, Dual-Zone Climate, Rain-Sensing Wipers",ContactCars Cadillac Showroom,In Stock,1-2 weeks
