brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description
BMW,2 Series,2014,$0,"38,120 km",Gasoline,Manual,1.3L,Black,https://www.contactcars.com/en/used-cars/bmw/2-series-2014,Excellent condition 2014 BMW 2 Series. Well maintained with full service history.
Ford,Focus,2014,$0,"144,096 km",Diesel,Semi-Automatic,1.5L,Orange,https://www.contactcars.com/en/used-cars/ford/focus-2014,Excellent condition 2014 Ford Focus. Well maintained with full service history.
Lamborghini,Unknown Model,2012,"$-93,856","34,019 km",Diesel,Semi-Automatic,3.6L,Red,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2012,Excellent condition 2012 Lamborghini Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2020,"$42,160","141,032 km",Gasoline,Semi-Automatic,3.2L,Blue,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2020,Excellent condition 2020 Jeep Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2018,"$24,314","114,981 km",Electric,Semi-Automatic,1.4L,Red,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2018,Excellent condition 2018 Fiat Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2024,"$68,157","37,451 km",Plug-in Hybrid,CVT,4.8L,Blue,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2024,Excellent condition 2024 Suzuki Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2019,"$32,422","126,689 km",Diesel,Semi-Automatic,5.7L,Blue,https://www.contactcars.com/en/used-cars/kia/unknown-model-2019,Excellent condition 2019 Kia Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2013,"$-1,574","28,316 km",Plug-in Hybrid,Automatic,1.7L,Black,https://www.contactcars.com/en/used-cars/seat/unknown-model-2013,Excellent condition 2013 Seat Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2018,"$27,094","105,807 km",Gasoline,Manual,2.1L,Orange,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2018,Excellent condition 2018 Saturn Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2024,"$59,595","99,076 km",Diesel,Manual,6.1L,Silver,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2024,Excellent condition 2024 Infiniti Unknown Model. Well maintained with full service history.
Buick,Unknown Model,2016,"$10,325","77,503 km",Hybrid,Semi-Automatic,4.1L,Silver,https://www.contactcars.com/en/used-cars/buick/unknown-model-2016,Excellent condition 2016 Buick Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2015,"$1,781","146,106 km",Gasoline,CVT,1.2L,Gray,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2015,Excellent condition 2015 Saturn Unknown Model. Well maintained with full service history.
Jeep,Unknown Model,2019,"$12,496","57,434 km",Plug-in Hybrid,Semi-Automatic,5.2L,Green,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2019,Excellent condition 2019 Jeep Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2018,"$28,269","60,551 km",Diesel,Automatic,4.6L,White,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2018,Excellent condition 2018 Jaguar Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2013,"$-4,725","24,873 km",Hybrid,Semi-Automatic,4.4L,Gray,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2013,Excellent condition 2013 Pontiac Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2016,"$8,594","90,919 km",Hybrid,Manual,6.2L,Yellow,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2016,Excellent condition 2016 Lexus Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2011,"$-20,899","130,828 km",Electric,Automatic,5.4L,Orange,https://www.contactcars.com/en/used-cars/smart/unknown-model-2011,Excellent condition 2011 Smart Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2016,"$8,356","72,147 km",Hybrid,CVT,2.5L,Yellow,https://www.contactcars.com/en/used-cars/kia/unknown-model-2016,Excellent condition 2016 Kia Unknown Model. Well maintained with full service history.
Jaguar,Unknown Model,2014,$0,"56,424 km",Electric,CVT,5.9L,White,https://www.contactcars.com/en/used-cars/jaguar/unknown-model-2014,Excellent condition 2014 Jaguar Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2015,"$5,529","80,061 km",Plug-in Hybrid,Manual,5.6L,Gray,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2015,Excellent condition 2015 Land Rover Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2021,"$29,820","28,880 km",Electric,Semi-Automatic,2.6L,White,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2021,Excellent condition 2021 Nissan Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2017,"$13,102","130,732 km",Electric,Automatic,1.4L,White,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2017,Excellent condition 2017 Citroen Unknown Model. Well maintained with full service history.
Maserati,Unknown Model,2014,$0,"39,768 km",Plug-in Hybrid,Manual,6.6L,Green,https://www.contactcars.com/en/used-cars/maserati/unknown-model-2014,Excellent condition 2014 Maserati Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2022,"$45,893","42,521 km",Plug-in Hybrid,Manual,5.3L,Yellow,https://www.contactcars.com/en/used-cars/seat/unknown-model-2022,Excellent condition 2022 Seat Unknown Model. Well maintained with full service history.
Hummer,Unknown Model,2010,"$-31,883","21,688 km",Electric,Automatic,2.1L,Orange,https://www.contactcars.com/en/used-cars/hummer/unknown-model-2010,Excellent condition 2010 Hummer Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2020,"$36,268","50,266 km",Gasoline,Manual,4.5L,Blue,https://www.contactcars.com/en/used-cars/volkswagen/polo-2020,Excellent condition 2020 Volkswagen Polo. Well maintained with full service history.
Porsche,Unknown Model,2012,"$-19,926","69,737 km",Hybrid,CVT,5.4L,White,https://www.contactcars.com/en/used-cars/porsche/unknown-model-2012,Excellent condition 2012 Porsche Unknown Model. Well maintained with full service history.
Ford,Mondeo,2022,"$62,129","30,160 km",Electric,CVT,1.0L,Gray,https://www.contactcars.com/en/used-cars/ford/mondeo-2022,Excellent condition 2022 Ford Mondeo. Well maintained with full service history.
Kia,Unknown Model,2012,"$-8,739","4,415 km",Plug-in Hybrid,Semi-Automatic,2.4L,Red,https://www.contactcars.com/en/used-cars/kia/unknown-model-2012,Excellent condition 2012 Kia Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2014,$0,"3,270 km",Plug-in Hybrid,Manual,4.9L,Red,https://www.contactcars.com/en/used-cars/acura/unknown-model-2014,Excellent condition 2014 Acura Unknown Model. Well maintained with full service history.
Lexus,Unknown Model,2012,"$-4,868","119,699 km",Plug-in Hybrid,Automatic,3.6L,White,https://www.contactcars.com/en/used-cars/lexus/unknown-model-2012,Excellent condition 2012 Lexus Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2016,"$10,362","38,548 km",Plug-in Hybrid,Automatic,5.7L,Yellow,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2016,Excellent condition 2016 Suzuki Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2024,"$28,087","60,460 km",Plug-in Hybrid,Automatic,1.4L,Black,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2024,Excellent condition 2024 Land Rover Unknown Model. Well maintained with full service history.
Ferrari,Unknown Model,2015,"$45,561","99,522 km",Hybrid,CVT,1.1L,Green,https://www.contactcars.com/en/used-cars/ferrari/unknown-model-2015,Excellent condition 2015 Ferrari Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2011,"$-7,704","141,449 km",Hybrid,Manual,1.3L,Silver,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2011,Excellent condition 2011 Hyundai Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2020,"$23,780","23,084 km",Electric,CVT,1.6L,Red,https://www.contactcars.com/en/used-cars/kia/unknown-model-2020,Excellent condition 2020 Kia Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2024,"$68,084","132,738 km",Gasoline,CVT,4.9L,White,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2024,Excellent condition 2024 Fiat Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2017,"$5,081","70,802 km",Electric,Automatic,6.1L,Red,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2017,Excellent condition 2017 Infiniti Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2016,"$46,496","39,107 km",Plug-in Hybrid,Automatic,6.0L,Silver,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2016,Excellent condition 2016 Bentley Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2019,"$36,124","42,403 km",Hybrid,Automatic,5.8L,Gray,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2019,Excellent condition 2019 Skoda Unknown Model. Well maintained with full service history.
Infiniti,Unknown Model,2015,"$3,837","42,521 km",Plug-in Hybrid,Automatic,6.6L,White,https://www.contactcars.com/en/used-cars/infiniti/unknown-model-2015,Excellent condition 2015 Infiniti Unknown Model. Well maintained with full service history.
Ferrari,Unknown Model,2012,"$-41,788","146,737 km",Diesel,Semi-Automatic,3.2L,Silver,https://www.contactcars.com/en/used-cars/ferrari/unknown-model-2012,Excellent condition 2012 Ferrari Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2016,"$7,651","123,623 km",Electric,Semi-Automatic,4.1L,Blue,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2016,Excellent condition 2016 Pontiac Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2014,$0,"138,502 km",Diesel,CVT,6.2L,Blue,https://www.contactcars.com/en/used-cars/smart/unknown-model-2014,Excellent condition 2014 Smart Unknown Model. Well maintained with full service history.
Mini,Unknown Model,2013,"$-6,366","106,465 km",Diesel,Manual,1.7L,Green,https://www.contactcars.com/en/used-cars/mini/unknown-model-2013,Excellent condition 2013 Mini Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2011,"$-9,681","50,131 km",Diesel,Semi-Automatic,2.5L,Red,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2011,Excellent condition 2011 Citroen Unknown Model. Well maintained with full service history.
Volkswagen,Golf,2015,"$1,765","86,362 km",Diesel,Automatic,4.2L,Gray,https://www.contactcars.com/en/used-cars/volkswagen/golf-2015,Excellent condition 2015 Volkswagen Golf. Well maintained with full service history.
Nissan,Unknown Model,2024,"$67,467","12,093 km",Hybrid,Automatic,5.8L,White,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2024,Excellent condition 2024 Nissan Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2018,"$10,309","50,379 km",Electric,Automatic,5.3L,Orange,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2018,Excellent condition 2018 Land Rover Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2017,"$20,610","147,052 km",Hybrid,Automatic,3.1L,Red,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2017,Excellent condition 2017 Lotus Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2020,"$14,412","136,735 km",Plug-in Hybrid,Automatic,4.4L,White,https://www.contactcars.com/en/used-cars/acura/unknown-model-2020,Excellent condition 2020 Acura Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2022,"$24,288","148,983 km",Diesel,Automatic,1.5L,Silver,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2022,Excellent condition 2022 Chrysler Unknown Model. Well maintained with full service history.
Ford,Explorer,2021,"$53,696","44,680 km",Gasoline,Manual,2.2L,Green,https://www.contactcars.com/en/used-cars/ford/explorer-2021,Excellent condition 2021 Ford Explorer. Well maintained with full service history.
Citroen,Unknown Model,2014,$0,"123,519 km",Gasoline,Semi-Automatic,3.0L,Black,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2014,Excellent condition 2014 Citroen Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2016,"$4,708","17,799 km",Plug-in Hybrid,Manual,6.9L,Green,https://www.contactcars.com/en/used-cars/opel/unknown-model-2016,Excellent condition 2016 Opel Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2010,"$-6,344","86,209 km",Plug-in Hybrid,CVT,2.9L,Green,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2010,Excellent condition 2010 Subaru Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2018,"$20,202","23,415 km",Electric,Automatic,3.9L,Orange,https://www.contactcars.com/en/used-cars/renault/unknown-model-2018,Excellent condition 2018 Renault Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2020,"$37,600","117,564 km",Hybrid,Automatic,4.1L,Yellow,https://www.contactcars.com/en/used-cars/kia/unknown-model-2020,Excellent condition 2020 Kia Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2014,$0,"141,614 km",Diesel,CVT,3.6L,Black,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2014,Excellent condition 2014 Chrysler Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2010,"$-16,366","29,663 km",Diesel,Automatic,5.2L,Gray,https://www.contactcars.com/en/used-cars/scion/unknown-model-2010,Excellent condition 2010 Scion Unknown Model. Well maintained with full service history.
Rolls-Royce,Unknown Model,2010,"$-75,340","28,662 km",Diesel,CVT,5.7L,Silver,https://www.contactcars.com/en/used-cars/rolls-royce/unknown-model-2010,Excellent condition 2010 Rolls-Royce Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2022,"$14,696","22,997 km",Plug-in Hybrid,Semi-Automatic,3.7L,White,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2022,Excellent condition 2022 Lotus Unknown Model. Well maintained with full service history.
Chevrolet,Camaro,2011,"$-23,211","142,616 km",Gasoline,Automatic,6.7L,Black,https://www.contactcars.com/en/used-cars/chevrolet/camaro-2011,Excellent condition 2011 Chevrolet Camaro. Well maintained with full service history.
Maserati,Unknown Model,2018,"$20,814","131,594 km",Electric,Manual,6.4L,Gray,https://www.contactcars.com/en/used-cars/maserati/unknown-model-2018,Excellent condition 2018 Maserati Unknown Model. Well maintained with full service history.
Saturn,Unknown Model,2012,"$-15,346","2,354 km",Diesel,CVT,5.3L,Orange,https://www.contactcars.com/en/used-cars/saturn/unknown-model-2012,Excellent condition 2012 Saturn Unknown Model. Well maintained with full service history.
Rolls-Royce,Unknown Model,2021,"$196,515","77,923 km",Electric,Manual,6.3L,Blue,https://www.contactcars.com/en/used-cars/rolls-royce/unknown-model-2021,Excellent condition 2021 Rolls-Royce Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2022,"$62,776","111,364 km",Electric,Automatic,4.9L,Gray,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2022,Excellent condition 2022 Pontiac Unknown Model. Well maintained with full service history.
GMC,Unknown Model,2017,"$10,276","129,944 km",Gasoline,CVT,3.8L,Yellow,https://www.contactcars.com/en/used-cars/gmc/unknown-model-2017,Excellent condition 2017 GMC Unknown Model. Well maintained with full service history.
Mazda,Unknown Model,2010,"$-23,735","55,443 km",Gasoline,CVT,2.0L,Green,https://www.contactcars.com/en/used-cars/mazda/unknown-model-2010,Excellent condition 2010 Mazda Unknown Model. Well maintained with full service history.
